libelle;appellation_code
Responsable gestionnaire des stocks;19097
Sous-officier / Sous-officière soutien pétrolier;19497
Superviseur / Superviseuse d'opérations logistiques;19566
Superviseur / Superviseuse de ligne logistique;19559
Technicien / Technicienne de dépôt garde-meubles;19746
Technicien / Technicienne en méthodes et exploitation logistique;20091
Technicien / Technicienne logistique;20181
Technicien / Technicienne logistique approvisionnements;20182
Technicien / Technicienne logistique avitaillement;20183
Technicien / Technicienne logistique entrepôt;20184
Technicien / Technicienne logistique humanitaire;20185
Technicien / Technicienne logistique responsable stocks;20186
Technicien / Technicienne logistique service expédition;20187
Technicien / Technicienne logistique service réception;20188
Technicien / Technicienne logistique transport;20189
Technicien / Technicienne responsable magasinage;20244
Personnel navigant du transport aérien; 
Navigation commerciale aérienne; 
Chef de cabine navigant aérien;12076
Chef du personnel navigant commercial;12533
Instructeur / Instructrice Personnel Navigant Commercial -PNC-;16018
Membre d'équipage de cabine;38070
Personnel Navigant Commercial -PNC-;17672
Steward / Hôtesse de l'air;19528
Steward / Hôtesse navigant aérien;19530
Technicien / Technicienne sécurité cabine de l'armée;20249
Pilotage et navigation technique aérienne; 
Chef Personnel Navigant Technique -PNT-;12596
Chef pilote aéronautique;12597
Commandant / Commandante de bord avion;12728
Commandant / Commandante de bord hélicoptère;12729
Copilote d'aéronef;13723
Électronicien / Électronicienne de bord navigant de l'armée;14664
Ingénieur navigant, navigateur / Ingénieure navigante, navigatrice de l'armée;15846
Ingénieur navigant / Ingénieure navigante aéronautique de l'armée;15845
Instructeur / Instructrice simulateur de vol;16019
Mécanicien navigant / Mécanicienne navigante aéronautique de l'armée;16524
Moniteur / Monitrice de simulateur de vol de l'armée;16732
Navigateur officier / Navigatrice officière systèmes d'armes de l'armée;16954
Officier / Officière pilote de ligne -OPL-;17035
Pilote d'avion;17742
Pilote d'essais aéronautiques;17759
Pilote d'hélicoptère;17762
Pilote de chasse / transport / hélicoptère de l'armée;17746
Pilote de ligne aérienne;17747
Pilote instructeur / instructrice aéronautique;17780
Pilote professionnel / professionnelle aéronautique;17784
Radariste navigateur aérien / navigatrice aérienne de l'armée;18268
Technicien détecteur navigateur aérien / Technicienne détectrice navigatrice aérienne de l'armée;38517
Personnel sédentaire du transport aérien; 
Personnel d'escale aéroportuaire; 
Agent / Agente d'accompagnement aéroportuaire de passagers à mobilité réduite;39008
Agent / Agente d'escale aéroportuaire;10699
Agent / Agente d'Escale Commerciale aéroportuaire -AEC-;10700
Agent / Agente de passage escale aéroportuaire;10539
Agent / Agente des Services Commerciaux en escale aéroportuaire -ASC-;10697
Superviseur / Superviseuse d'escale aéroportuaire;19564
Superviseur / Superviseuse passage aéroportuaire;19569
Contrôle de la navigation aérienne; 
Aiguilleur / Aiguilleuse du ciel;10902
Chef d'équipe contrôleur aérien / contrôleuse aérienne;12400
Chef de quart contrôleur aérien / contrôleuse aérienne;12269
Contrôleur / Contrôleuse d'aérodrome;13589
Contrôleur / Contrôleuse d'aéronautique de l'armée;13590
Contrôleur / Contrôleuse d'approche aérienne;13591
Contrôleur / Contrôleuse de la défense aérienne;13608
Contrôleur / Contrôleuse de la navigation aérienne;13609
Contrôleur / Contrôleuse militaire des activités aériennes;13643
Contrôleur / Contrôleuse prévol;13645
Contrôleur aérien / Contrôleuse aérienne;13582
Contrôleur aérien / Contrôleuse aérienne de la circulation au sol;13583
Contrôleur aérien / Contrôleuse aérienne directeur / directrice d'aérodrome;13584
Instructeur contrôleur aérien / Instructrice contrôleuse aérienne;16016
Exploitation des pistes aéroportuaires; 
Agent / Agente de chargement fret aérien -handler-;10398
Agent / Agente de handling;10465
Agent / Agente de piste aéroportuaire;10542
Agent / Agente de piste d'aéronautique ou de pont d'envol de l'armée;10543
Agent / Agente de service avion;10603
Assistant / Assistante avion;11195
Assistant / Assistante de piste aéroportuaire;11242
Bagagiste aéroportuaire;11482
Chargeur / Chargeuse d'avion;11946
Chef d'équipe agents de piste aéroportuaire;12389
Chef d'équipe assistant / assistante avion;12390
Pushiste avion;18256
Ramp handler;18286
Tractiste avion;20403
Préparation des vols; 
Agent / Agente AFIS - Aerodrone Flight Information Service;200089
Agent / Agente d'opérations aériennes;10726
Agent / Agente d'opérations aériennes de l'armée;10725
Agent / Agente d'opérations fret aérien;10728
Agent / Agente de trafic aérien;10627
Agent / Agente technique de préparation des vols;10776
Chef avion;12003
Chef d'équipe drones;12446
Coordinateur / Coordinatrice des opérations de fret aérien;13687
Coordonnateur / Coordonnatrice armement catering;13698
Coordonnateur / Coordonnatrice avion;13699
Coordonnateur / Coordonnatrice de piste aéroport;13703
Coordonnateur / Coordonnatrice handling;13717
Instructeur / Instructrice télépilote de drone professionnel;200088
Responsable d'exploitation de piste aéroport;18979
Responsable d'exploitation des vols;18987
Responsable de préparation de vol;18811
Superviseur / Superviseuse des opérations aériennes;19562
Superviseur / Superviseuse des opérations de fret aérien;19563
Superviseur / Superviseuse trafic aérien;19572
Technicien coordinateur / Technicienne coordinatrice avion;19702
Technicien préparateur / Technicienne préparatrice de vol;20221
Technicien superviseur / Technicienne superviseuse de vol;20271
Télépilote de drone professionnel;200087
Direction d'escale et exploitation aéroportuaire; 
Chef d'escale aérienne;12500
Chef d'escale aéroportuaire;12501
Chef d'escale fret aérien;12502
Chef de groupe livraison air de l'armée;12167
Chef de peloton livraison air armée;12206
Directeur / Directrice d'aérodrome;14203
Directeur / Directrice d'exploitation aéroportuaire;14410
Directeur / Directrice des opérations d'exploitation aéroportuaire;14370
Officier / Officière commissaire de l'air de l'armée;17016
Responsable d'exploitation aéroportuaire;18973
Responsable des opérations d'exploitation aéroportuaire;18930
Personnel navigant du transport maritime et fluvial; 
Encadrement de la navigation maritime; 
Capitaine de port;11670
Capitaine de remorqueur;11671
Capitaine de yacht;11672
Capitaine marine marchande;11673
Chef mécanicien / mécanicienne marine;12579
Commandant / Commandante de navire;12732
Commandant / Commandante de port;12735
Commandant / Commandante marine;12737
Commissaire de bord marine;12770
Lieutenant / Lieutenante chef de quart;16186
Lieutenant / Lieutenante chef de quart de la marine nationale;38518
Lieutenant / Lieutenante de port;16189
Lieutenant / Lieutenante marine;16190
Officier / Officière de la marine marchande;17018
Officier / Officière de port;17023
Officier / Officière de vigie de port;17024
Officier / Officière machine de la marine marchande;17029
Officier / Officière pont de la marine marchande;17038
Officier polyvalent / Officière polyvalente de la marine;17036
Patron / Patronne Plaisance Moteur -PPM-;17584
Patron / Patronne Plaisance Voile -PPV-;17585
Pilote de port;17753
Pilote hauturier / hauturière;17779
Second / Seconde capitaine marine;19353
Équipage de la navigation maritime; 
Bosco de la navigation maritime;11560
Équipier / Équipière de plaisance professionnelle;14872
Lamaneur / Lamaneuse;16146
Maître / Maîtresse d'équipage;16309
Maître / Maîtresse machine de la marine;16317
Manoeuvrier / Manoeuvrière de la marine nationale;16358
Marin de la marine marchande;16398
Marin de la navigation maritime;16400
Marin de la plaisance professionnelle;16401
Matelot de la marine marchande;16426
Matelot de la navigation maritime;16428
Matelot opérations et navigation de la marine nationale;38519
Matelot polyvalent / polyvalente navigation maritime;16433
Matelot pont de la marine nationale;38520
Mousse de la navigation maritime;16932
Navigateur timonier / Navigatrice timonière de la marine nationale;16955
Premier matelot de la navigation maritime;17977
Quartier-maître de la navigation maritime;18261
Second maître / Seconde maîtresse de la navigation maritime;19359
Timonier / Timonière de la navigation maritime;20328
Navigation fluviale; 
Batelier / Batelière;11495
Capitaine de la navigation fluviale en automoteur, remorqueur pousseur;11667
Commandant / Commandante de la navigation fluviale en remorqueur pousseur;12731
Conducteur / Conductrice de bateau fluvial de plaisance;12883
Conducteur / Conductrice de bateau taxi;12884
Conducteur / Conductrice de la navigation fluviale en automoteur, remorqueur pousseur;12972
Conducteur passeur / Conductrice passeuse de bac;13313
Convoyeur / Convoyeuse de bateau de transport fluvial;13669
Marin de la navigation fluviale;16399
Marinier / Marinière;16405
Matelot de bateau bus;16425
Matelot de la navigation fluviale;16427
Matelot de navigation intérieure;16429
Matelot deuxième niveau en navigation fluviale;16430
Matelot garde moteur;16431
